fund_id,fund_name,fund_manager,total_assets,equities_pct,bonds_pct,cash_pct,expense_ratio,efficiency_score
93,Nigerian ETF Fund 93,Asset Manager 4,234000000,62,37,7,0.52,92
94,Nigerian ETF Fund 94,Asset Manager 5,236000000,63,38,8,0.53,93
95,Nigerian ETF Fund 95,Asset Manager 6,238000000,64,39,9,0.54,94
96,Nigerian ETF Fund 96,Asset Manager 7,240000000,65,40,10,0.55,95
97,Nigerian ETF Fund 97,Asset Manager 8,242000000,66,41,11,0.56,96
98,Nigerian ETF Fund 98,Asset Manager 9,244000000,67,42,12,0.5700000000000001,97
99,Nigerian ETF Fund 99,Asset Manager 10,246000000,68,43,13,0.58,98
100,Nigerian ETF Fund 100,Asset Manager 11,248000000,69,44,14,0.59,99
101,Nigerian ETF Fund 101,Asset Manager 12,250000000,70,25,5,0.6,80
102,Nigerian ETF Fund 102,Asset Manager 13,252000000,71,26,6,0.61,81
103,Nigerian ETF Fund 103,Asset Manager 14,254000000,72,27,7,0.62,82
104,Nigerian ETF Fund 104,Asset Manager 15,256000000,73,28,8,0.63,83
105,Nigerian ETF Fund 105,Asset Manager 1,258000000,74,29,9,0.64,84
106,Nigerian ETF Fund 106,Asset Manager 2,260000000,75,30,10,0.5,85
107,Nigerian ETF Fund 107,Asset Manager 3,262000000,76,31,11,0.51,86
108,Nigerian ETF Fund 108,Asset Manager 4,264000000,77,32,12,0.52,87
109,Nigerian ETF Fund 109,Asset Manager 5,266000000,78,33,13,0.53,88
110,Nigerian ETF Fund 110,Asset Manager 6,268000000,79,34,14,0.54,89
111,Nigerian ETF Fund 111,Asset Manager 7,270000000,80,35,5,0.55,90
112,Nigerian ETF Fund 112,Asset Manager 8,272000000,81,36,6,0.56,91
113,Nigerian ETF Fund 113,Asset Manager 9,274000000,82,37,7,0.5700000000000001,92
114,Nigerian ETF Fund 114,Asset Manager 10,276000000,83,38,8,0.58,93
115,Nigerian ETF Fund 115,Asset Manager 11,278000000,84,39,9,0.59,94
116,Nigerian ETF Fund 116,Asset Manager 12,280000000,85,40,10,0.6,95
117,Nigerian ETF Fund 117,Asset Manager 13,282000000,86,41,11,0.61,96
118,Nigerian ETF Fund 118,Asset Manager 14,284000000,87,42,12,0.62,97
119,Nigerian ETF Fund 119,Asset Manager 15,286000000,88,43,13,0.63,98
120,Nigerian ETF Fund 120,Asset Manager 1,288000000,89,44,14,0.64,99
121,Nigerian ETF Fund 121,Asset Manager 2,290000000,60,25,5,0.5,80
122,Nigerian ETF Fund 122,Asset Manager 3,292000000,61,26,6,0.51,81
123,Nigerian ETF Fund 123,Asset Manager 4,294000000,62,27,7,0.52,82
124,Nigerian ETF Fund 124,Asset Manager 5,296000000,63,28,8,0.53,83
125,Nigerian ETF Fund 125,Asset Manager 6,298000000,64,29,9,0.54,84
126,Nigerian ETF Fund 126,Asset Manager 7,300000000,65,30,10,0.55,85
127,Nigerian ETF Fund 127,Asset Manager 8,302000000,66,31,11,0.56,86
128,Nigerian ETF Fund 128,Asset Manager 9,304000000,67,32,12,0.5700000000000001,87
129,Nigerian ETF Fund 129,Asset Manager 10,306000000,68,33,13,0.58,88
130,Nigerian ETF Fund 130,Asset Manager 11,308000000,69,34,14,0.59,89
131,Nigerian ETF Fund 131,Asset Manager 12,310000000,70,35,5,0.6,90
132,Nigerian ETF Fund 132,Asset Manager 13,312000000,71,36,6,0.61,91
133,Nigerian ETF Fund 133,Asset Manager 14,314000000,72,37,7,0.62,92
134,Nigerian ETF Fund 134,Asset Manager 15,316000000,73,38,8,0.63,93
135,Nigerian ETF Fund 135,Asset Manager 1,318000000,74,39,9,0.64,94
136,Nigerian ETF Fund 136,Asset Manager 2,320000000,75,40,10,0.5,95
137,Nigerian ETF Fund 137,Asset Manager 3,322000000,76,41,11,0.51,96
138,Nigerian ETF Fund 138,Asset Manager 4,324000000,77,42,12,0.52,97
139,Nigerian ETF Fund 139,Asset Manager 5,326000000,78,43,13,0.53,98
140,Nigerian ETF Fund 140,Asset Manager 6,328000000,79,44,14,0.54,99
141,Nigerian ETF Fund 141,Asset Manager 7,330000000,80,25,5,0.55,80
142,Nigerian ETF Fund 142,Asset Manager 8,332000000,81,26,6,0.56,81
143,Nigerian ETF Fund 143,Asset Manager 9,334000000,82,27,7,0.5700000000000001,82
144,Nigerian ETF Fund 144,Asset Manager 10,336000000,83,28,8,0.58,83
145,Nigerian ETF Fund 145,Asset Manager 11,338000000,84,29,9,0.59,84
146,Nigerian ETF Fund 146,Asset Manager 12,340000000,85,30,10,0.6,85
147,Nigerian ETF Fund 147,Asset Manager 13,342000000,86,31,11,0.61,86
148,Nigerian ETF Fund 148,Asset Manager 14,344000000,87,32,12,0.62,87
149,Nigerian ETF Fund 149,Asset Manager 15,346000000,88,33,13,0.63,88
150,Nigerian ETF Fund 150,Asset Manager 1,348000000,89,34,14,0.64,89
151,Nigerian ETF Fund 151,Asset Manager 2,350000000,60,35,5,0.5,90
152,Nigerian ETF Fund 152,Asset Manager 3,352000000,61,36,6,0.51,91
153,Nigerian ETF Fund 153,Asset Manager 4,354000000,62,37,7,0.52,92
154,Nigerian ETF Fund 154,Asset Manager 5,356000000,63,38,8,0.53,93
155,Nigerian ETF Fund 155,Asset Manager 6,358000000,64,39,9,0.54,94
156,Nigerian ETF Fund 156,Asset Manager 7,360000000,65,40,10,0.55,95
157,Nigerian ETF Fund 157,Asset Manager 8,362000000,66,41,11,0.56,96
158,Nigerian ETF Fund 158,Asset Manager 9,364000000,67,42,12,0.5700000000000001,97
159,Nigerian ETF Fund 159,Asset Manager 10,366000000,68,43,13,0.58,98
160,Nigerian ETF Fund 160,Asset Manager 11,368000000,69,44,14,0.59,99
161,Nigerian ETF Fund 161,Asset Manager 12,370000000,70,25,5,0.6,80
162,Nigerian ETF Fund 162,Asset Manager 13,372000000,71,26,6,0.61,81
163,Nigerian ETF Fund 163,Asset Manager 14,374000000,72,27,7,0.62,82
164,Nigerian ETF Fund 164,Asset Manager 15,376000000,73,28,8,0.63,83
165,Nigerian ETF Fund 165,Asset Manager 1,378000000,74,29,9,0.64,84
166,Nigerian ETF Fund 166,Asset Manager 2,380000000,75,30,10,0.5,85
167,Nigerian ETF Fund 167,Asset Manager 3,382000000,76,31,11,0.51,86
168,Nigerian ETF Fund 168,Asset Manager 4,384000000,77,32,12,0.52,87
169,Nigerian ETF Fund 169,Asset Manager 5,386000000,78,33,13,0.53,88
170,Nigerian ETF Fund 170,Asset Manager 6,388000000,79,34,14,0.54,89
171,Nigerian ETF Fund 171,Asset Manager 7,390000000,80,35,5,0.55,90
172,Nigerian ETF Fund 172,Asset Manager 8,392000000,81,36,6,0.56,91
173,Nigerian ETF Fund 173,Asset Manager 9,394000000,82,37,7,0.5700000000000001,92
174,Nigerian ETF Fund 174,Asset Manager 10,396000000,83,38,8,0.58,93
175,Nigerian ETF Fund 175,Asset Manager 11,398000000,84,39,9,0.59,94
176,Nigerian ETF Fund 176,Asset Manager 12,400000000,85,40,10,0.6,95
177,Nigerian ETF Fund 177,Asset Manager 13,402000000,86,41,11,0.61,96
178,Nigerian ETF Fund 178,Asset Manager 14,404000000,87,42,12,0.62,97
179,Nigerian ETF Fund 179,Asset Manager 15,406000000,88,43,13,0.63,98
180,Nigerian ETF Fund 180,Asset Manager 1,408000000,89,44,14,0.64,99
181,Nigerian ETF Fund 181,Asset Manager 2,410000000,60,25,5,0.5,80
182,Nigerian ETF Fund 182,Asset Manager 3,412000000,61,26,6,0.51,81
183,Nigerian ETF Fund 183,Asset Manager 4,414000000,62,27,7,0.52,82
184,Nigerian ETF Fund 184,Asset Manager 5,416000000,63,28,8,0.53,83
185,Nigerian ETF Fund 185,Asset Manager 6,418000000,64,29,9,0.54,84
186,Nigerian ETF Fund 186,Asset Manager 7,420000000,65,30,10,0.55,85
187,Nigerian ETF Fund 187,Asset Manager 8,422000000,66,31,11,0.56,86
188,Nigerian ETF Fund 188,Asset Manager 9,424000000,67,32,12,0.5700000000000001,87
189,Nigerian ETF Fund 189,Asset Manager 10,426000000,68,33,13,0.58,88
190,Nigerian ETF Fund 190,Asset Manager 11,428000000,69,34,14,0.59,89
191,Nigerian ETF Fund 191,Asset Manager 12,430000000,70,35,5,0.6,90
192,Nigerian ETF Fund 192,Asset Manager 13,432000000,71,36,6,0.61,91
193,Nigerian ETF Fund 193,Asset Manager 14,434000000,72,37,7,0.62,92
194,Nigerian ETF Fund 194,Asset Manager 15,436000000,73,38,8,0.63,93
195,Nigerian ETF Fund 195,Asset Manager 1,438000000,74,39,9,0.64,94
196,Nigerian ETF Fund 196,Asset Manager 2,440000000,75,40,10,0.5,95
197,Nigerian ETF Fund 197,Asset Manager 3,442000000,76,41,11,0.51,96
198,Nigerian ETF Fund 198,Asset Manager 4,444000000,77,42,12,0.52,97
199,Nigerian ETF Fund 199,Asset Manager 5,446000000,78,43,13,0.53,98
200,Nigerian ETF Fund 200,Asset Manager 6,448000000,79,44,14,0.54,99
201,Nigerian ETF Fund 201,Asset Manager 7,450000000,80,25,5,0.55,80
202,Nigerian ETF Fund 202,Asset Manager 8,452000000,81,26,6,0.56,81
203,Nigerian ETF Fund 203,Asset Manager 9,454000000,82,27,7,0.5700000000000001,82
204,Nigerian ETF Fund 204,Asset Manager 10,456000000,83,28,8,0.58,83
205,Nigerian ETF Fund 205,Asset Manager 11,458000000,84,29,9,0.59,84
206,Nigerian ETF Fund 206,Asset Manager 12,460000000,85,30,10,0.6,85
207,Nigerian ETF Fund 207,Asset Manager 13,462000000,86,31,11,0.61,86
208,Nigerian ETF Fund 208,Asset Manager 14,464000000,87,32,12,0.62,87
209,Nigerian ETF Fund 209,Asset Manager 15,466000000,88,33,13,0.63,88
210,Nigerian ETF Fund 210,Asset Manager 1,468000000,89,34,14,0.64,89
211,Nigerian ETF Fund 211,Asset Manager 2,470000000,60,35,5,0.5,90
212,Nigerian ETF Fund 212,Asset Manager 3,472000000,61,36,6,0.51,91
213,Nigerian ETF Fund 213,Asset Manager 4,474000000,62,37,7,0.52,92
214,Nigerian ETF Fund 214,Asset Manager 5,476000000,63,38,8,0.53,93
215,Nigerian ETF Fund 215,Asset Manager 6,478000000,64,39,9,0.54,94
216,Nigerian ETF Fund 216,Asset Manager 7,480000000,65,40,10,0.55,95
217,Nigerian ETF Fund 217,Asset Manager 8,482000000,66,41,11,0.56,96
218,Nigerian ETF Fund 218,Asset Manager 9,484000000,67,42,12,0.5700000000000001,97
219,Nigerian ETF Fund 219,Asset Manager 10,486000000,68,43,13,0.58,98
220,Nigerian ETF Fund 220,Asset Manager 11,488000000,69,44,14,0.59,99
221,Nigerian ETF Fund 221,Asset Manager 12,490000000,70,25,5,0.6,80
222,Nigerian ETF Fund 222,Asset Manager 13,492000000,71,26,6,0.61,81
223,Nigerian ETF Fund 223,Asset Manager 14,494000000,72,27,7,0.62,82
224,Nigerian ETF Fund 224,Asset Manager 15,496000000,73,28,8,0.63,83
225,Nigerian ETF Fund 225,Asset Manager 1,498000000,74,29,9,0.64,84
226,Nigerian ETF Fund 226,Asset Manager 2,500000000,75,30,10,0.5,85
227,Nigerian ETF Fund 227,Asset Manager 3,502000000,76,31,11,0.51,86
228,Nigerian ETF Fund 228,Asset Manager 4,504000000,77,32,12,0.52,87
229,Nigerian ETF Fund 229,Asset Manager 5,506000000,78,33,13,0.53,88
230,Nigerian ETF Fund 230,Asset Manager 6,508000000,79,34,14,0.54,89
231,Nigerian ETF Fund 231,Asset Manager 7,510000000,80,35,5,0.55,90
232,Nigerian ETF Fund 232,Asset Manager 8,512000000,81,36,6,0.56,91
233,Nigerian ETF Fund 233,Asset Manager 9,514000000,82,37,7,0.5700000000000001,92
234,Nigerian ETF Fund 234,Asset Manager 10,516000000,83,38,8,0.58,93
235,Nigerian ETF Fund 235,Asset Manager 11,518000000,84,39,9,0.59,94
236,Nigerian ETF Fund 236,Asset Manager 12,520000000,85,40,10,0.6,95
237,Nigerian ETF Fund 237,Asset Manager 13,522000000,86,41,11,0.61,96
238,Nigerian ETF Fund 238,Asset Manager 14,524000000,87,42,12,0.62,97
239,Nigerian ETF Fund 239,Asset Manager 15,526000000,88,43,13,0.63,98
240,Nigerian ETF Fund 240,Asset Manager 1,528000000,89,44,14,0.64,99
241,Nigerian ETF Fund 241,Asset Manager 2,530000000,60,25,5,0.5,80
242,Nigerian ETF Fund 242,Asset Manager 3,532000000,61,26,6,0.51,81
243,Nigerian ETF Fund 243,Asset Manager 4,534000000,62,27,7,0.52,82
244,Nigerian ETF Fund 244,Asset Manager 5,536000000,63,28,8,0.53,83
245,Nigerian ETF Fund 245,Asset Manager 6,538000000,64,29,9,0.54,84
246,Nigerian ETF Fund 246,Asset Manager 7,540000000,65,30,10,0.55,85
247,Nigerian ETF Fund 247,Asset Manager 8,542000000,66,31,11,0.56,86
248,Nigerian ETF Fund 248,Asset Manager 9,544000000,67,32,12,0.5700000000000001,87
249,Nigerian ETF Fund 249,Asset Manager 10,546000000,68,33,13,0.58,88
250,Nigerian ETF Fund 250,Asset Manager 11,548000000,69,34,14,0.59,89
251,Nigerian ETF Fund 251,Asset Manager 12,550000000,70,35,5,0.6,90
252,Nigerian ETF Fund 252,Asset Manager 13,552000000,71,36,6,0.61,91
253,Nigerian ETF Fund 253,Asset Manager 14,554000000,72,37,7,0.62,92
254,Nigerian ETF Fund 254,Asset Manager 15,556000000,73,38,8,0.63,93
255,Nigerian ETF Fund 255,Asset Manager 1,558000000,74,39,9,0.64,94
256,Nigerian ETF Fund 256,Asset Manager 2,560000000,75,40,10,0.5,95
257,Nigerian ETF Fund 257,Asset Manager 3,562000000,76,41,11,0.51,96
